"emu";"year";"B";"nb";"iter";"f"
"FR_Adou";1990;51578506.321498;100;95;"create_sampling_strahler"
"FR_Arto";1990;9271164332509550;100;95;"create_sampling_strahler"
"FR_Bret";1990;16330768.0925964;100;95;"create_sampling_strahler"
"FR_Garo";1990;15278653.6691804;100;95;"create_sampling_strahler"
"FR_Loir";1990;19626127.4551024;100;95;"create_sampling_strahler"
"FR_Rhon";1990;7348144.21299676;100;95;"create_sampling_strahler"
"FR_Sein";1990;25458939.288284;100;95;"create_sampling_strahler"
"FR_Adou";1991;83897415.8711726;100;95;"create_sampling_strahler"
"FR_Arto";1991;9444031224686188;100;95;"create_sampling_strahler"
"FR_Bret";1991;14290269.5158796;100;95;"create_sampling_strahler"
"FR_Garo";1991;13909267.1806233;100;95;"create_sampling_strahler"
"FR_Loir";1991;14824719.3345498;100;95;"create_sampling_strahler"
"FR_Rhon";1991;6745600.22145535;100;95;"create_sampling_strahler"
"FR_Sein";1991;19441578.9520275;100;95;"create_sampling_strahler"
"FR_Adou";1992;137526225.579054;100;95;"create_sampling_strahler"
"FR_Arto";1992;9633742428711442;100;95;"create_sampling_strahler"
"FR_Bret";1992;12733517.5010155;100;95;"create_sampling_strahler"
"FR_Garo";1992;12654570.3924711;100;95;"create_sampling_strahler"
"FR_Loir";1992;11280880.9698136;100;95;"create_sampling_strahler"
"FR_Rhon";1992;6193625.61441856;100;95;"create_sampling_strahler"
"FR_Sein";1992;14830258.7826201;100;95;"create_sampling_strahler"
"FR_Adou";1993;228842579.121223;100;95;"create_sampling_strahler"
"FR_Arto";1993;9855525798890606;100;95;"create_sampling_strahler"
"FR_Bret";1993;11801682.2670205;100;95;"create_sampling_strahler"
"FR_Garo";1993;11499577.6570182;100;95;"create_sampling_strahler"
"FR_Loir";1993;8732939.99848282;100;95;"create_sampling_strahler"
"FR_Rhon";1993;5692177.16592091;100;95;"create_sampling_strahler"
"FR_Sein";1993;11303264.1936592;100;95;"create_sampling_strahler"
"FR_Adou";1994;388004627.915134;100;95;"create_sampling_strahler"
"FR_Arto";1994;10121339801925502;100;95;"create_sampling_strahler"
"FR_Bret";1994;11579560.3465077;100;95;"create_sampling_strahler"
"FR_Garo";1994;10436839.1553105;100;95;"create_sampling_strahler"
"FR_Loir";1994;6949180.36379897;100;95;"create_sampling_strahler"
"FR_Rhon";1994;5242501.38085706;100;95;"create_sampling_strahler"
"FR_Sein";1994;8637309.11082951;100;95;"create_sampling_strahler"
"FR_Adou";1995;667632557.203836;100;95;"create_sampling_strahler"
"FR_Arto";1995;10445217031800330;100;95;"create_sampling_strahler"
"FR_Bret";1995;12117730.8736787;100;95;"create_sampling_strahler"
"FR_Garo";1995;9466817.2245066;100;95;"create_sampling_strahler"
"FR_Loir";1995;5733482.70512864;100;95;"create_sampling_strahler"
"FR_Rhon";1995;4846373.26204991;100;95;"create_sampling_strahler"
"FR_Sein";1995;6668835.60580528;100;95;"create_sampling_strahler"
"FR_Adou";1996;1148288225.13158;100;95;"create_sampling_strahler"
"FR_Arto";1996;10852760852555410;100;95;"create_sampling_strahler"
"FR_Bret";1996;13443312.8011283;100;95;"create_sampling_strahler"
"FR_Garo";1996;8595585.23002907;100;95;"create_sampling_strahler"
"FR_Loir";1996;4931701.90625077;100;95;"create_sampling_strahler"
"FR_Rhon";1996;4505347.85982357;100;95;"create_sampling_strahler"
"FR_Sein";1996;5266073.24194622;100;95;"create_sampling_strahler"
"FR_Adou";1997;1920774857.08417;100;95;"create_sampling_strahler"
"FR_Arto";1997;11384852523389844;100;95;"create_sampling_strahler"
"FR_Bret";1997;15509122.3813405;100;95;"create_sampling_strahler"
"FR_Garo";1997;7831400.28473142;100;95;"create_sampling_strahler"
"FR_Loir";1997;4429906.21800557;100;95;"create_sampling_strahler"
"FR_Rhon";1997;4220151.92657453;100;95;"create_sampling_strahler"
"FR_Sein";1997;4317677.95072277;100;95;"create_sampling_strahler"
"FR_Adou";1998;3010942437.73568;100;95;"create_sampling_strahler"
"FR_Arto";1998;12087705505377100;100;95;"create_sampling_strahler"
"FR_Bret";1998;18074019.0322983;100;95;"create_sampling_strahler"
"FR_Garo";1998;7181537.43783109;100;95;"create_sampling_strahler"
"FR_Loir";1998;4146958.90115048;100;95;"create_sampling_strahler"
"FR_Rhon";1998;3990313.58379976;100;95;"create_sampling_strahler"
"FR_Sein";1998;3733251.62752484;100;95;"create_sampling_strahler"
"FR_Adou";1999;4248379994.85476;100;95;"create_sampling_strahler"
"FR_Arto";1999;12987837634960038;100;95;"create_sampling_strahler"
"FR_Bret";1999;20582683.141856;100;95;"create_sampling_strahler"
"FR_Garo";1999;6650274.61161984;100;95;"create_sampling_strahler"
"FR_Loir";1999;4025516.63512257;100;95;"create_sampling_strahler"
"FR_Rhon";1999;3814060.7702471;100;95;"create_sampling_strahler"
"FR_Sein";1999;3447754.1574523;100;95;"create_sampling_strahler"
"FR_Adou";2000;5213639589.63638;100;95;"create_sampling_strahler"
"FR_Arto";2000;14058313607915796;100;95;"create_sampling_strahler"
"FR_Bret";2000;22211717.5170609;100;95;"create_sampling_strahler"
"FR_Garo";2000;6238258.77362466;100;95;"create_sampling_strahler"
"FR_Loir";2000;4024047.81854411;100;95;"create_sampling_strahler"
"FR_Rhon";2000;3688432.89243933;100;95;"create_sampling_strahler"
"FR_Sein";2000;3424161.51975409;100;95;"create_sampling_strahler"
"FR_Adou";2001;5461093039.88602;100;95;"create_sampling_strahler"
"FR_Arto";2001;15192937082686094;100;95;"create_sampling_strahler"
"FR_Bret";2001;22215464.1019105;100;95;"create_sampling_strahler"
"FR_Garo";2001;5942951.7491506;100;95;"create_sampling_strahler"
"FR_Loir";2001;4110981.15854414;100;95;"create_sampling_strahler"
"FR_Rhon";2001;3609477.59677907;100;95;"create_sampling_strahler"
